Time_post_Bd,Frogid,Treatment,probiotic,post_treatment_Bd,exp_id,Mass (g),Mortality,RichnessMean,RichnessSD,InvSimpMean,InvSimpSD,Bd_status
27,3,10,WT_SM,yes,unwashed,,dead,,,,,
27,36,10,WT_SM,yes,unwashed,,alive,,,,,
27,62,10,WT_SM,yes,unwashed,,alive,,,,,
27,47,10,WT_SM,yes,unwashed,,alive,,,,,
27,15,10,WT_SM,yes,unwashed,,alive,,,,,
27,41,10,WT_SM,yes,unwashed,,dead,,,,,
27,48,10,WT_SM,yes,unwashed,,dead,,,,,
27,2,10,WT_SM,yes,unwashed,,dead,,,,,
27,110,12,WT_SM,yes,washed,,alive,,,,,
27,108,12,WT_SM,yes,washed,,alive,,,,,
27,98,12,WT_SM,yes,washed,,alive,,,,,
27,76,12,WT_SM,yes,washed,,alive,,,,,
27,112,12,WT_SM,yes,washed,,alive,,,,,
27,55,12,WT_SM,yes,washed,,alive,,,,,
27,99,12,WT_SM,yes,washed,,dead,,,,,
27,111,12,WT_SM,yes,washed,,dead,,,,,
28,43,2,sham,yes,unwashed,,alive,,,,,
28,51,2,sham,yes,unwashed,,alive,,,,,
28,27,2,sham,yes,unwashed,,alive,,,,,
28,9,2,sham,yes,unwashed,,alive,,,,,
28,17,2,sham,yes,unwashed,,alive,,,,,
28,28,2,sham,yes,unwashed,,dead,,,,,
28,16,2,sham,yes,unwashed,,dead,,,,,
28,4,2,sham,yes,unwashed,,dead,,,,,
28,113,4,sham,yes,washed,,alive,,,,,
28,114,4,sham,yes,washed,,alive,,,,,
28,101,4,sham,yes,washed,,alive,,,,,
28,58,4,sham,yes,washed,,alive,,,,,
28,102,4,sham,yes,washed,,alive,,,,,
28,107,4,sham,yes,washed,,alive,,,,,
28,96,4,sham,yes,washed,,dead,,,,,
28,120,4,sham,yes,washed,,dead,,,,,
28,44,6,mutant_SM,yes,unwashed,,alive,,,,,
28,40,6,mutant_SM,yes,unwashed,,alive,,,,,
28,56,6,mutant_SM,yes,unwashed,,alive,,,,,
28,22,6,mutant_SM,yes,unwashed,,dead,,,,,
28,52,6,mutant_SM,yes,unwashed,,dead,,,,,
28,109,8,mutant_SM,yes,washed,,alive,,,,,
28,82,8,mutant_SM,yes,washed,,alive,,,,,
28,115,8,mutant_SM,yes,washed,,alive,,,,,
28,75,8,mutant_SM,yes,washed,,alive,,,,,
28,103,8,mutant_SM,yes,washed,,alive,,,,,
28,95,8,mutant_SM,yes,washed,,alive,,,,,
28,77,8,mutant_SM,yes,washed,,dead,,,,,
28,36,10,WT_SM,yes,unwashed,0.18,dead,,,,,
28,62,10,WT_SM,yes,unwashed,,alive,,,,,
28,47,10,WT_SM,yes,unwashed,,alive,,,,,
28,15,10,WT_SM,yes,unwashed,,alive,,,,,
28,41,10,WT_SM,yes,unwashed,,dead,,,,,
28,48,10,WT_SM,yes,unwashed,,dead,,,,,
28,2,10,WT_SM,yes,unwashed,,dead,,,,,
28,3,10,WT_SM,yes,unwashed,,dead,,,,,
28,98,12,WT_SM,yes,washed,,alive,,,,,
28,76,12,WT_SM,yes,washed,,alive,,,,,
28,110,12,WT_SM,yes,washed,,alive,,,,,
28,112,12,WT_SM,yes,washed,,alive,,,,,
28,55,12,WT_SM,yes,washed,,alive,,,,,
28,108,12,WT_SM,yes,washed,,alive,,,,,
28,99,12,WT_SM,yes,washed,,dead,,,,,
28,111,12,WT_SM,yes,washed,,dead,,,,,
29,9,2,sham,yes,unwashed,0.16,alive,,,,,
29,51,2,sham,yes,unwashed,0.18,alive,102.52,4.89378084,5.825551452,0.091088977,
29,17,2,sham,yes,unwashed,0.19,alive,,,,,
29,27,2,sham,yes,unwashed,0.27,alive,118.91,4.744151104,10.23371713,0.159937565,
29,43,2,sham,yes,unwashed,0.37,alive,106.83,5.10110901,9.119511175,0.120095707,
29,28,2,sham,yes,unwashed,,dead,,,,,
29,16,2,sham,yes,unwashed,,dead,,,,,
29,4,2,sham,yes,unwashed,,dead,,,,,
29,114,4,sham,yes,washed,0.18,alive,125.74,5.141669736,11.53591999,0.186586365,
29,107,4,sham,yes,washed,0.3,alive,,,,,
29,58,4,sham,yes,washed,0.32,alive,119.09,4.855684995,9.957239446,0.157344187,
29,101,4,sham,yes,washed,0.34,alive,125.01,5.273327204,6.674269159,0.102984499,
29,102,4,sham,yes,washed,0.37,alive,133.4,4.946174933,9.1838504,0.151334083,
29,113,4,sham,yes,washed,0.53,alive,,,,,
29,96,4,sham,yes,washed,,dead,,,,,
29,120,4,sham,yes,washed,,dead,,,,,
29,56,6,mutant_SM,yes,unwashed,0.24,alive,116.64,5.080205197,7.993471462,0.117843091,
29,44,6,mutant_SM,yes,unwashed,0.41,alive,,,,,
29,40,6,mutant_SM,yes,unwashed,0.48,alive,111.34,5.468403272,9.938399231,0.140264489,
29,22,6,mutant_SM,yes,unwashed,,dead,,,,,
29,52,6,mutant_SM,yes,unwashed,,dead,,,,,
29,95,8,mutant_SM,yes,washed,0.29,alive,,,,,
29,115,8,mutant_SM,yes,washed,0.34,alive,133.16,5.229519939,8.523404393,0.108273182,
29,75,8,mutant_SM,yes,washed,0.31,alive,149.79,5.440764578,8.250264041,0.09199478,
29,82,8,mutant_SM,yes,washed,0.35,alive,127.4,5.417890305,7.3094629,0.087333341,
29,103,8,mutant_SM,yes,washed,0.38,alive,,,,,
29,109,8,mutant_SM,yes,washed,0.41,alive,119.05,5.259671227,8.918379566,0.121181515,
29,77,8,mutant_SM,yes,washed,,dead,,,,,
29,15,10,WT_SM,yes,unwashed,0.2,alive,,,,,
29,62,10,WT_SM,yes,unwashed,0.23,alive,,,,,
29,47,10,WT_SM,yes,unwashed,0.28,alive,125.69,5.244901324,10.89706951,0.15299042,
29,41,10,WT_SM,yes,unwashed,,dead,,,,,
29,48,10,WT_SM,yes,unwashed,,dead,,,,,
29,2,10,WT_SM,yes,unwashed,,dead,,,,,
29,3,10,WT_SM,yes,unwashed,,dead,,,,,
29,36,10,WT_SM,yes,unwashed,,dead,,,,,
29,98,12,WT_SM,yes,washed,0.19,alive,121.62,5.806266208,7.215696996,0.09634559,
29,110,12,WT_SM,yes,washed,0.26,alive,,,,,
29,112,12,WT_SM,yes,washed,0.26,alive,,,,,
29,108,12,WT_SM,yes,washed,0.31,alive,125.27,5.40828956,9.428169639,0.126004884,
29,76,12,WT_SM,yes,washed,0.33,alive,,,,,
29,55,12,WT_SM,yes,washed,0.37,alive,120.82,5.494496788,7.375892596,0.082380648,
29,99,12,WT_SM,yes,washed,,dead,,,,,
29,111,12,WT_SM,yes,washed,,dead,,,,,
30,51,2,sham,yes,unwashed,0.19,dead,,,,,
30,27,2,sham,yes,unwashed,0.29,dead,,,,,
30,9,2,sham,yes,unwashed,,alive,,,,,
30,43,2,sham,yes,unwashed,,alive,,,,,
30,17,2,sham,yes,unwashed,,alive,,,,,
30,28,2,sham,yes,unwashed,,dead,,,,,
30,16,2,sham,yes,unwashed,,dead,,,,,
30,4,2,sham,yes,unwashed,,dead,,,,,
30,114,4,sham,yes,washed,0.21,dead,,,,,
30,101,4,sham,yes,washed,,alive,,,,,
30,58,4,sham,yes,washed,,alive,,,,,
30,102,4,sham,yes,washed,,alive,,,,,
30,107,4,sham,yes,washed,,alive,,,,,
30,113,4,sham,yes,washed,,alive,,,,,
30,96,4,sham,yes,washed,,dead,,,,,
30,120,4,sham,yes,washed,,dead,,,,,
30,44,6,mutant_SM,yes,unwashed,,alive,,,,,
30,40,6,mutant_SM,yes,unwashed,,alive,,,,,
30,56,6,mutant_SM,yes,unwashed,,alive,,,,,
30,22,6,mutant_SM,yes,unwashed,,dead,,,,,
30,52,6,mutant_SM,yes,unwashed,,dead,,,,,
30,75,8,mutant_SM,yes,washed,,alive,,,,,
30,103,8,mutant_SM,yes,washed,,alive,,,,,
30,95,8,mutant_SM,yes,washed,,alive,,,,,
30,109,8,mutant_SM,yes,washed,,alive,,,,,
30,82,8,mutant_SM,yes,washed,,alive,,,,,
30,115,8,mutant_SM,yes,washed,,alive,,,,,
30,77,8,mutant_SM,yes,washed,,dead,,,,,
30,62,10,WT_SM,yes,unwashed,0.21,dead,,,,,
30,47,10,WT_SM,yes,unwashed,,alive,,,,,
30,15,10,WT_SM,yes,unwashed,,alive,,,,,
30,41,10,WT_SM,yes,unwashed,,dead,,,,,
30,48,10,WT_SM,yes,unwashed,,dead,,,,,
30,2,10,WT_SM,yes,unwashed,,dead,,,,,
30,3,10,WT_SM,yes,unwashed,,dead,,,,,
30,36,10,WT_SM,yes,unwashed,,dead,,,,,
30,98,12,WT_SM,yes,washed,0.12,dead,,,,,
30,55,12,WT_SM,yes,washed,,alive,,,,,
30,76,12,WT_SM,yes,washed,,alive,,,,,
30,110,12,WT_SM,yes,washed,,alive,,,,,
30,108,12,WT_SM,yes,washed,,alive,,,,,
30,112,12,WT_SM,yes,washed,,alive,,,,,
30,99,12,WT_SM,yes,washed,,dead,,,,,
30,111,12,WT_SM,yes,washed,,dead,,,,,
31,9,2,sham,yes,unwashed,0.18,dead,,,,,
31,43,2,sham,yes,unwashed,0.43,dead,,,,,
31,17,2,sham,yes,unwashed,,alive,,,,,
31,28,2,sham,yes,unwashed,,dead,,,,,
31,16,2,sham,yes,unwashed,,dead,,,,,
31,4,2,sham,yes,unwashed,,dead,,,,,
31,51,2,sham,yes,unwashed,,dead,,,,,
31,27,2,sham,yes,unwashed,,dead,,,,,
31,101,4,sham,yes,washed,,alive,,,,,
31,58,4,sham,yes,washed,,alive,,,,,
31,102,4,sham,yes,washed,,alive,,,,,
31,107,4,sham,yes,washed,,alive,,,,,
31,113,4,sham,yes,washed,,alive,,,,,
31,96,4,sham,yes,washed,,dead,,,,,
31,120,4,sham,yes,washed,,dead,,,,,
31,114,4,sham,yes,washed,,dead,,,,,
31,44,6,mutant_SM,yes,unwashed,,alive,,,,,
31,40,6,mutant_SM,yes,unwashed,,alive,,,,,
31,56,6,mutant_SM,yes,unwashed,,alive,,,,,
31,22,6,mutant_SM,yes,unwashed,,dead,,,,,
31,52,6,mutant_SM,yes,unwashed,,dead,,,,,
31,103,8,mutant_SM,yes,washed,,alive,,,,,
31,95,8,mutant_SM,yes,washed,,alive,,,,,
31,75,8,mutant_SM,yes,washed,,alive,,,,,
31,109,8,mutant_SM,yes,washed,,alive,,,,,
31,82,8,mutant_SM,yes,washed,,alive,,,,,
31,115,8,mutant_SM,yes,washed,,alive,,,,,
31,77,8,mutant_SM,yes,washed,,dead,,,,,
31,15,10,WT_SM,yes,unwashed,0.23,dead,,,,,
31,47,10,WT_SM,yes,unwashed,0.29,dead,,,,,
31,41,10,WT_SM,yes,unwashed,,dead,,,,,
31,48,10,WT_SM,yes,unwashed,,dead,,,,,
31,2,10,WT_SM,yes,unwashed,,dead,,,,,
31,3,10,WT_SM,yes,unwashed,,dead,,,,,
31,36,10,WT_SM,yes,unwashed,,dead,,,,,
31,62,10,WT_SM,yes,unwashed,,dead,,,,,
31,76,12,WT_SM,yes,washed,,alive,,,,,
31,108,12,WT_SM,yes,washed,,alive,,,,,
31,55,12,WT_SM,yes,washed,,alive,,,,,
31,110,12,WT_SM,yes,washed,,alive,,,,,
31,112,12,WT_SM,yes,washed,,alive,,,,,
31,99,12,WT_SM,yes,washed,,dead,,,,,
31,111,12,WT_SM,yes,washed,,dead,,,,,
31,98,12,WT_SM,yes,washed,,dead,,,,,
32,17,2,sham,yes,unwashed,,alive,,,,,
32,28,2,sham,yes,unwashed,,dead,,,,,
32,16,2,sham,yes,unwashed,,dead,,,,,
32,4,2,sham,yes,unwashed,,dead,,,,,
32,51,2,sham,yes,unwashed,,dead,,,,,
32,27,2,sham,yes,unwashed,,dead,,,,,
32,43,2,sham,yes,unwashed,,dead,,,,,
32,9,2,sham,yes,unwashed,,dead,,,,,
32,113,4,sham,yes,washed,,alive,,,,,
32,101,4,sham,yes,washed,,alive,,,,,
32,58,4,sham,yes,washed,,alive,,,,,
32,102,4,sham,yes,washed,,alive,,,,,
32,107,4,sham,yes,washed,,alive,,,,,
32,96,4,sham,yes,washed,,dead,,,,,
32,120,4,sham,yes,washed,,dead,,,,,
32,114,4,sham,yes,washed,,dead,,,,,
32,40,6,mutant_SM,yes,unwashed,,alive,,,,,
32,44,6,mutant_SM,yes,unwashed,,alive,,,,,
32,56,6,mutant_SM,yes,unwashed,,alive,,,,,
32,22,6,mutant_SM,yes,unwashed,,dead,,,,,
32,52,6,mutant_SM,yes,unwashed,,dead,,,,,
32,115,8,mutant_SM,yes,washed,,alive,,,,,
32,75,8,mutant_SM,yes,washed,,alive,,,,,
32,103,8,mutant_SM,yes,washed,,alive,,,,,
32,95,8,mutant_SM,yes,washed,,alive,,,,,
32,109,8,mutant_SM,yes,washed,,alive,,,,,
32,82,8,mutant_SM,yes,washed,,alive,,,,,
32,77,8,mutant_SM,yes,washed,,dead,,,,,
32,41,10,WT_SM,yes,unwashed,,dead,,,,,
32,48,10,WT_SM,yes,unwashed,,dead,,,,,
32,2,10,WT_SM,yes,unwashed,,dead,,,,,
32,3,10,WT_SM,yes,unwashed,,dead,,,,,
32,36,10,WT_SM,yes,unwashed,,dead,,,,,
32,62,10,WT_SM,yes,unwashed,,dead,,,,,
32,47,10,WT_SM,yes,unwashed,,dead,,,,,
32,15,10,WT_SM,yes,unwashed,,dead,,,,,
32,112,12,WT_SM,yes,washed,0.28,dead,,,,,
32,108,12,WT_SM,yes,washed,,alive,,,,,
32,76,12,WT_SM,yes,washed,,alive,,,,,
32,110,12,WT_SM,yes,washed,,alive,,,,,
32,55,12,WT_SM,yes,washed,,alive,,,,,
32,99,12,WT_SM,yes,washed,,dead,,,,,
32,111,12,WT_SM,yes,washed,,dead,,,,,
32,98,12,WT_SM,yes,washed,,dead,,,,,
33,17,2,sham,yes,unwashed,,alive,,,,,
33,28,2,sham,yes,unwashed,,dead,,,,,
33,16,2,sham,yes,unwashed,,dead,,,,,
33,4,2,sham,yes,unwashed,,dead,,,,,
33,51,2,sham,yes,unwashed,,dead,,,,,
33,27,2,sham,yes,unwashed,,dead,,,,,
33,43,2,sham,yes,unwashed,,dead,,,,,
33,9,2,sham,yes,unwashed,,dead,,,,,
33,101,4,sham,yes,washed,,alive,,,,,
33,58,4,sham,yes,washed,,alive,,,,,
33,102,4,sham,yes,washed,,alive,,,,,
33,107,4,sham,yes,washed,,alive,,,,,
33,113,4,sham,yes,washed,,alive,,,,,
33,96,4,sham,yes,washed,,dead,,,,,
33,120,4,sham,yes,washed,,dead,,,,,
33,114,4,sham,yes,washed,,dead,,,,,
33,44,6,mutant_SM,yes,unwashed,,alive,,,,,
33,40,6,mutant_SM,yes,unwashed,,alive,,,,,
33,56,6,mutant_SM,yes,unwashed,,alive,,,,,
33,22,6,mutant_SM,yes,unwashed,,dead,,,,,
33,52,6,mutant_SM,yes,unwashed,,dead,,,,,
33,75,8,mutant_SM,yes,washed,,alive,,,,,
33,103,8,mutant_SM,yes,washed,,alive,,,,,
33,95,8,mutant_SM,yes,washed,,alive,,,,,
33,109,8,mutant_SM,yes,washed,,alive,,,,,
33,82,8,mutant_SM,yes,washed,,alive,,,,,
33,115,8,mutant_SM,yes,washed,,alive,,,,,
33,77,8,mutant_SM,yes,washed,,dead,,,,,
33,41,10,WT_SM,yes,unwashed,,dead,,,,,
33,48,10,WT_SM,yes,unwashed,,dead,,,,,
33,2,10,WT_SM,yes,unwashed,,dead,,,,,
33,3,10,WT_SM,yes,unwashed,,dead,,,,,
33,36,10,WT_SM,yes,unwashed,,dead,,,,,
33,62,10,WT_SM,yes,unwashed,,dead,,,,,
33,47,10,WT_SM,yes,unwashed,,dead,,,,,
33,15,10,WT_SM,yes,unwashed,,dead,,,,,
33,110,12,WT_SM,yes,washed,0.25,dead,,,,,
33,76,12,WT_SM,yes,washed,0.31,dead,,,,,
33,110,12,WT_SM,yes,washed,,alive,,,,,
33,55,12,WT_SM,yes,washed,,alive,,,,,
33,99,12,WT_SM,yes,washed,,dead,,,,,
33,111,12,WT_SM,yes,washed,,dead,,,,,
33,98,12,WT_SM,yes,washed,,dead,,,,,
33,112,12,WT_SM,yes,washed,,dead,,,,,
34,17,2,sham,yes,unwashed,,alive,,,,,
34,28,2,sham,yes,unwashed,,dead,,,,,
34,16,2,sham,yes,unwashed,,dead,,,,,
34,4,2,sham,yes,unwashed,,dead,,,,,
34,51,2,sham,yes,unwashed,,dead,,,,,
34,27,2,sham,yes,unwashed,,dead,,,,,
34,43,2,sham,yes,unwashed,,dead,,,,,
34,9,2,sham,yes,unwashed,,dead,,,,,
34,101,4,sham,yes,washed,,alive,,,,,
34,58,4,sham,yes,washed,,alive,,,,,
34,102,4,sham,yes,washed,,alive,,,,,
34,107,4,sham,yes,washed,,alive,,,,,
34,113,4,sham,yes,washed,,alive,,,,,
34,96,4,sham,yes,washed,,dead,,,,,
34,120,4,sham,yes,washed,,dead,,,,,
34,114,4,sham,yes,washed,,dead,,,,,
34,44,6,mutant_SM,yes,unwashed,,alive,,,,,
34,40,6,mutant_SM,yes,unwashed,,alive,,,,,
34,56,6,mutant_SM,yes,unwashed,,alive,,,,,
34,22,6,mutant_SM,yes,unwashed,,dead,,,,,
34,52,6,mutant_SM,yes,unwashed,,dead,,,,,
34,75,8,mutant_SM,yes,washed,,alive,,,,,
34,103,8,mutant_SM,yes,washed,,alive,,,,,
34,95,8,mutant_SM,yes,washed,,alive,,,,,
34,109,8,mutant_SM,yes,washed,,alive,,,,,
34,82,8,mutant_SM,yes,washed,,alive,,,,,
34,115,8,mutant_SM,yes,washed,,alive,,,,,
34,77,8,mutant_SM,yes,washed,,dead,,,,,
34,41,10,WT_SM,yes,unwashed,,dead,,,,,
34,48,10,WT_SM,yes,unwashed,,dead,,,,,
34,2,10,WT_SM,yes,unwashed,,dead,,,,,
34,3,10,WT_SM,yes,unwashed,,dead,,,,,
34,36,10,WT_SM,yes,unwashed,,dead,,,,,
34,62,10,WT_SM,yes,unwashed,,dead,,,,,
34,47,10,WT_SM,yes,unwashed,,dead,,,,,
34,15,10,WT_SM,yes,unwashed,,dead,,,,,
34,55,12,WT_SM,yes,washed,,alive,,,,,
34,108,12,WT_SM,yes,washed,,alive,,,,,
34,99,12,WT_SM,yes,washed,,dead,,,,,
34,111,12,WT_SM,yes,washed,,dead,,,,,
34,98,12,WT_SM,yes,washed,,dead,,,,,
34,112,12,WT_SM,yes,washed,,dead,,,,,
34,76,12,WT_SM,yes,washed,,dead,,,,,
34,110,12,WT_SM,yes,washed,,dead,,,,,
35,17,2,sham,yes,unwashed,,alive,,,,,
35,28,2,sham,yes,unwashed,,dead,,,,,
35,16,2,sham,yes,unwashed,,dead,,,,,
35,4,2,sham,yes,unwashed,,dead,,,,,
35,51,2,sham,yes,unwashed,,dead,,,,,
35,27,2,sham,yes,unwashed,,dead,,,,,
35,43,2,sham,yes,unwashed,,dead,,,,,
35,9,2,sham,yes,unwashed,,dead,,,,,
35,102,4,sham,yes,washed,,alive,,,,,
35,101,4,sham,yes,washed,,alive,,,,,
35,58,4,sham,yes,washed,,alive,,,,,
35,107,4,sham,yes,washed,,alive,,,,,
35,113,4,sham,yes,washed,,alive,,,,,
35,96,4,sham,yes,washed,,dead,,,,,
35,120,4,sham,yes,washed,,dead,,,,,
35,114,4,sham,yes,washed,,dead,,,,,
35,44,6,mutant_SM,yes,unwashed,,alive,,,,,
35,40,6,mutant_SM,yes,unwashed,,alive,,,,,
35,22,6,mutant_SM,yes,unwashed,,dead,,,,,
35,52,6,mutant_SM,yes,unwashed,,dead,,,,,
35,75,8,mutant_SM,yes,washed,,alive,,,,,
35,103,8,mutant_SM,yes,washed,,alive,,,,,
35,95,8,mutant_SM,yes,washed,,alive,,,,,
35,109,8,mutant_SM,yes,washed,,alive,,,,,
35,82,8,mutant_SM,yes,washed,,alive,,,,,
35,115,8,mutant_SM,yes,washed,,alive,,,,,
35,77,8,mutant_SM,yes,washed,,dead,,,,,
35,41,10,WT_SM,yes,unwashed,,dead,,,,,
35,48,10,WT_SM,yes,unwashed,,dead,,,,,
35,2,10,WT_SM,yes,unwashed,,dead,,,,,
35,3,10,WT_SM,yes,unwashed,,dead,,,,,
35,36,10,WT_SM,yes,unwashed,,dead,,,,,
35,62,10,WT_SM,yes,unwashed,,dead,,,,,
35,47,10,WT_SM,yes,unwashed,,dead,,,,,
35,15,10,WT_SM,yes,unwashed,,dead,,,,,
35,55,12,WT_SM,yes,washed,0.39,dead,,,,,
35,108,12,WT_SM,yes,washed,,alive,,,,,
35,99,12,WT_SM,yes,washed,,dead,,,,,
35,111,12,WT_SM,yes,washed,,dead,,,,,
35,98,12,WT_SM,yes,washed,,dead,,,,,
35,112,12,WT_SM,yes,washed,,dead,,,,,
35,76,12,WT_SM,yes,washed,,dead,,,,,
35,110,12,WT_SM,yes,washed,,dead,,,,,
36,17,2,sham,yes,unwashed,0.18,alive,,,,,
36,28,2,sham,yes,unwashed,,dead,,,,,
36,16,2,sham,yes,unwashed,,dead,,,,,
36,4,2,sham,yes,unwashed,,dead,,,,,
36,51,2,sham,yes,unwashed,,dead,,,,,
36,27,2,sham,yes,unwashed,,dead,,,,,
36,43,2,sham,yes,unwashed,,dead,,,,,
36,9,2,sham,yes,unwashed,,dead,,,,,
36,107,4,sham,yes,washed,0.27,alive,,,,,
36,58,4,sham,yes,washed,0.28,alive,,,,,
36,101,4,sham,yes,washed,0.31,alive,,,,,
36,102,4,sham,yes,washed,0.32,alive,,,,,
36,113,4,sham,yes,washed,0.49,alive,,,,,
36,96,4,sham,yes,washed,,dead,,,,,
36,120,4,sham,yes,washed,,dead,,,,,
36,114,4,sham,yes,washed,,dead,,,,,
36,56,6,mutant_SM,yes,unwashed,0.21,alive,,,,,
36,44,6,mutant_SM,yes,unwashed,0.36,alive,,,,,
36,40,6,mutant_SM,yes,unwashed,0.43,alive,,,,,
36,22,6,mutant_SM,yes,unwashed,,dead,,,,,
36,52,6,mutant_SM,yes,unwashed,,dead,,,,,
36,95,8,mutant_SM,yes,washed,0.28,alive,,,,,
36,75,8,mutant_SM,yes,washed,0.26,alive,,,,,
36,82,8,mutant_SM,yes,washed,0.32,alive,,,,,
36,115,8,mutant_SM,yes,washed,0.29,alive,,,,,
36,103,8,mutant_SM,yes,washed,0.34,alive,,,,,
36,109,8,mutant_SM,yes,washed,0.36,alive,,,,,
36,77,8,mutant_SM,yes,washed,,dead,,,,,
36,41,10,WT_SM,yes,unwashed,,dead,,,,,
36,48,10,WT_SM,yes,unwashed,,dead,,,,,
36,2,10,WT_SM,yes,unwashed,,dead,,,,,
36,3,10,WT_SM,yes,unwashed,,dead,,,,,
36,36,10,WT_SM,yes,unwashed,,dead,,,,,
36,62,10,WT_SM,yes,unwashed,,dead,,,,,
36,47,10,WT_SM,yes,unwashed,,dead,,,,,
36,15,10,WT_SM,yes,unwashed,,dead,,,,,
36,108,12,WT_SM,yes,washed,0.28,alive,,,,,
36,99,12,WT_SM,yes,washed,,dead,,,,,
36,111,12,WT_SM,yes,washed,,dead,,,,,
36,98,12,WT_SM,yes,washed,,dead,,,,,
36,112,12,WT_SM,yes,washed,,dead,,,,,
36,76,12,WT_SM,yes,washed,,dead,,,,,
36,110,12,WT_SM,yes,washed,,dead,,,,,
36,55,12,WT_SM,yes,washed,,dead,,,,,
