input_name,accepted_name,source
Leiopelma hochstetteri,Leiopelma hochstetteri,AmphibiaWeb
Leiopelma pakeka,Leiopelma hamiltoni,AmphibiaWeb
Lepidobatrachus asper,Lepidobatrachus asper,AmphibiaWeb
Lepidobatrachus laevis,Lepidobatrachus laevis,AmphibiaWeb
Lepidobatrachus llanensis,Lepidobatrachus llanensis,AmphibiaWeb
Lepidobatrachus salinicola,Lepidobatrachus asper,AmphibiaWeb
Leptobatrachus flavescens,Leptobatrachus flavescens,AmphibiaWeb
Leptobatrachus insularis,Leptobatrachus insularis,AmphibiaWeb
Leptobatrachus luteus,Leptobatrachus luteus,AmphibiaWeb
Leptobatrachus thesaurensis,Leptobatrachus thesaurensis,AmphibiaWeb
Leptobrachella aerea,Leptobrachella aerea,AmphibiaWeb
Leptobrachella alpina,Leptobrachella alpina,AmphibiaWeb
Leptobrachella applebyi,Leptobrachella applebyi,AmphibiaWeb
Leptobrachella arayai,Leptobrachella arayai,AmphibiaWeb
Leptobrachella ardens,Leptobrachella ardens,AmphibiaWeb
Leptobrachella aspera,Leptobrachella aspera,AmphibiaWeb
Leptobrachella aurantirosea,Leptobrachella aurantirosea,AmphibiaWeb
Leptobrachella baluensis,Leptobrachella baluensis,AmphibiaWeb
Leptobrachella bashaensis,Leptobrachella bashaensis,AmphibiaWeb
Leptobrachella batxatensis,Leptobrachella batxatensis,AmphibiaWeb
Leptobrachella bidoupensis,Leptobrachella bidoupensis,AmphibiaWeb
Leptobrachella bijie,Leptobrachella bijie,AmphibiaWeb
Leptobrachella bondangensis,Leptobrachella bondangensis,AmphibiaWeb
Leptobrachella botsfordi,Leptobrachella botsfordi,AmphibiaWeb
Leptobrachella bourreti,Leptobrachella bourreti,AmphibiaWeb
Leptobrachella brevicrus,Leptobrachella brevicrus,AmphibiaWeb
Leptobrachella cathaya,Leptobrachella cathaya,AmphibiaWeb
Leptobrachella chishuiensis,Leptobrachella chishuiensis,AmphibiaWeb
Leptobrachella crocea,Leptobrachella crocea,AmphibiaWeb
Leptobrachella damingshanensis,Leptobrachella damingshanensis,AmphibiaWeb
Leptobrachella dayaoshanensis,Leptobrachella dayaoshanensis,AmphibiaWeb
Leptobrachella deocaensis,Leptobrachella deocaensis,AmphibiaWeb
Leptobrachella dong,Leptobrachella dong,AmphibiaWeb
Leptobrachella dorsospina,Leptobrachella dorsospina,AmphibiaWeb
Leptobrachella dringi,Leptobrachella dringi,AmphibiaWeb
Leptobrachella dushanensis,Leptobrachella dushanensis,AmphibiaWeb
Leptobrachella duyenae,Leptobrachella duyenae,AmphibiaWeb
Leptobrachella eos,Leptobrachella eos,AmphibiaWeb
Leptobrachella feii,Leptobrachella feii,AmphibiaWeb
Leptobrachella firthi,Leptobrachella firthi,AmphibiaWeb
Leptobrachella flaviglandulosa,Leptobrachella flaviglandulosa,AmphibiaWeb
Leptobrachella fritinniens,Leptobrachella fritinniens,AmphibiaWeb
Leptobrachella fuliginosa,Leptobrachella fuliginosa,AmphibiaWeb
Leptobrachella fusca,Leptobrachella fusca,AmphibiaWeb
Leptobrachella gracilis,Leptobrachella gracilis,AmphibiaWeb
Leptobrachella graminicola,Leptobrachella graminicola,AmphibiaWeb
Leptobrachella guinanensis,Leptobrachella guinanensis,AmphibiaWeb
Leptobrachella hamidi,Leptobrachella hamidi,AmphibiaWeb
Leptobrachella heteropus,Leptobrachella heteropus,AmphibiaWeb
Leptobrachella huynhi,Leptobrachella huynhi,AmphibiaWeb
Leptobrachella isos,Leptobrachella isos,AmphibiaWeb
Leptobrachella itiokai,Leptobrachella itiokai,AmphibiaWeb
Leptobrachella jinshaensis,Leptobrachella jinshaensis,AmphibiaWeb
Leptobrachella jinyunensis,Leptobrachella jinyunensis,AmphibiaWeb
Leptobrachella juliandringi,Leptobrachella juliandringi,AmphibiaWeb
Leptobrachella kajangensis,Leptobrachella kajangensis,AmphibiaWeb
Leptobrachella kalonensis,Leptobrachella kalonensis,AmphibiaWeb
Leptobrachella kecil,Leptobrachella kecil,AmphibiaWeb
Leptobrachella khasiorum,Leptobrachella khasiorum,AmphibiaWeb
Leptobrachella korifi,Leptobrachella korifi,AmphibiaWeb
Leptobrachella lateralis,Leptobrachella lateralis,AmphibiaWeb
Leptobrachella laui,Leptobrachella laui,AmphibiaWeb
Leptobrachella liui,Leptobrachella liui,AmphibiaWeb
Leptobrachella macrops,Leptobrachella macrops,AmphibiaWeb
Leptobrachella maculosa,Leptobrachella maculosa,AmphibiaWeb
Leptobrachella mangshanensis,Leptobrachella mangshanensis,AmphibiaWeb
Leptobrachella maoershanensis,Leptobrachella maoershanensis,AmphibiaWeb
Leptobrachella marmorata,Leptobrachella marmorata,AmphibiaWeb
Leptobrachella maura,Leptobrachella maura,AmphibiaWeb
Leptobrachella melanoleuca,Leptobrachella melanoleuca,AmphibiaWeb
Leptobrachella melica,Leptobrachella melica,AmphibiaWeb
Leptobrachella minima,Leptobrachella minima,AmphibiaWeb
Leptobrachella mjobergi,Leptobrachella mjobergi,AmphibiaWeb
Leptobrachella murphyi,Leptobrachella murphyi,AmphibiaWeb
Leptobrachella nahangensis,Leptobrachella nahangensis,AmphibiaWeb
Leptobrachella namdongensis,Leptobrachella namdongensis,AmphibiaWeb
Leptobrachella natunae,Leptobrachella natunae,AmphibiaWeb
Leptobrachella neangi,Leptobrachella neangi,AmphibiaWeb
Leptobrachella niveimontis,Leptobrachella niveimontis,AmphibiaWeb
Leptobrachella nyx,Leptobrachella nyx,AmphibiaWeb
Leptobrachella oshanensis,Leptobrachella oshanensis,AmphibiaWeb
Leptobrachella pallida,Leptobrachella pallida,AmphibiaWeb
Leptobrachella palmata,Leptobrachella palmata,AmphibiaWeb
Leptobrachella parva,Leptobrachella parva,AmphibiaWeb
Leptobrachella pelodytoides,Leptobrachella pelodytoides,AmphibiaWeb
Leptobrachella petrops,Leptobrachella petrops,AmphibiaWeb
Leptobrachella phiadenensis,Leptobrachella phiadenensis,AmphibiaWeb
Leptobrachella phiaoacensis,Leptobrachella phiaoacensis,AmphibiaWeb
Leptobrachella picta,Leptobrachella picta,AmphibiaWeb
Leptobrachella platycephala,Leptobrachella platycephala,AmphibiaWeb
Leptobrachella pluvialis,Leptobrachella pluvialis,AmphibiaWeb
Leptobrachella purpura,Leptobrachella purpura,AmphibiaWeb
Leptobrachella purpuraventra,Leptobrachella purpuraventra,AmphibiaWeb
Leptobrachella pyrrhops,Leptobrachella pyrrhops,AmphibiaWeb
Leptobrachella rowleyae,Leptobrachella rowleyae,AmphibiaWeb
Leptobrachella rubromammata,Leptobrachella rubromammata,AmphibiaWeb
Leptobrachella sabahmontana,Leptobrachella sabahmontana,AmphibiaWeb
Leptobrachella sarawakensis,Leptobrachella sarawakensis,AmphibiaWeb
Leptobrachella serasanae,Leptobrachella serasanae,AmphibiaWeb
Leptobrachella shangsiensis,Leptobrachella shangsiensis,AmphibiaWeb
Leptobrachella shimentaina,Leptobrachella shimentaina,AmphibiaWeb
Leptobrachella shiwandashanensis,Leptobrachella shiwandashanensis,AmphibiaWeb
Leptobrachella sinorensis,Leptobrachella sinorensis,AmphibiaWeb
Leptobrachella sola,Leptobrachella sola,AmphibiaWeb
Leptobrachella suiyangensis,Leptobrachella suiyangensis,AmphibiaWeb
Leptobrachella sungi,Leptobrachella sungi,AmphibiaWeb
Leptobrachella tadungensis,Leptobrachella tadungensis,AmphibiaWeb
Leptobrachella tamdil,Leptobrachella tamdil,AmphibiaWeb
Leptobrachella tengchongensis,Leptobrachella tengchongensis,AmphibiaWeb
Leptobrachella tuberosa,Leptobrachella tuberosa,AmphibiaWeb
Leptobrachella ventripunctata,Leptobrachella ventripunctata,AmphibiaWeb
Leptobrachella verrucosa,Leptobrachella verrucosa,AmphibiaWeb
Leptobrachella weixinensis,Leptobrachella weixinensis,AmphibiaWeb
Leptobrachella wuhuangmontis,Leptobrachella wuhuangmontis,AmphibiaWeb
Leptobrachella wulingensis,Leptobrachella wulingensis,AmphibiaWeb
Leptobrachella wumingensis,Leptobrachella wumingensis,AmphibiaWeb
Leptobrachella xinshaoensis,Leptobrachella xinshaoensis,AmphibiaWeb
Leptobrachella xishuiensis,Leptobrachella xishuiensis,AmphibiaWeb
Leptobrachella yachangensis,Leptobrachella yachangensis,AmphibiaWeb
Leptobrachella yeae,Leptobrachella yeae,AmphibiaWeb
Leptobrachella yingjiangensis,Leptobrachella yingjiangensis,AmphibiaWeb
Leptobrachella yongshunensis,Leptobrachella yongshunensis,AmphibiaWeb
Leptobrachella yunkaiensis,Leptobrachella yunkaiensis,AmphibiaWeb
Leptobrachella yunyangensis,Leptobrachella yunyangensis,AmphibiaWeb
Leptobrachella zhangyapingi,Leptobrachella zhangyapingi,AmphibiaWeb
Leptobrachium abbotti,Leptobrachium abbotti,AmphibiaWeb
Leptobrachium ailaonicum,Leptobrachium ailaonicum,AmphibiaWeb
Leptobrachium aryatium,Leptobrachium aryatium,AmphibiaWeb
Leptobrachium banae,Leptobrachium banae,AmphibiaWeb
Leptobrachium bompu,Leptobrachium bompu,AmphibiaWeb
Leptobrachium boringii,Leptobrachium boringii,AmphibiaWeb
Leptobrachium buchardi,Leptobrachium buchardi,AmphibiaWeb
Leptobrachium chapaense,Leptobrachium chapaense,AmphibiaWeb
Leptobrachium echinatum,Leptobrachium ailaonicum,AmphibiaWeb
Leptobrachium guangxiense,Leptobrachium guangxiense,AmphibiaWeb
Leptobrachium gunungense,Leptobrachium gunungense,AmphibiaWeb
Leptobrachium hainanense,Leptobrachium hainanense,AmphibiaWeb
Leptobrachium hasseltii,Leptobrachium hasseltii,AmphibiaWeb
Leptobrachium hendricksoni,Leptobrachium hendricksoni,AmphibiaWeb
Leptobrachium huashen,Leptobrachium huashen,AmphibiaWeb
Leptobrachium ingeri,Leptobrachium ingeri,AmphibiaWeb
Leptobrachium kanowitense,Leptobrachium kanowitense,AmphibiaWeb
Leptobrachium kantonishikawai,Leptobrachium kantonishikawai,AmphibiaWeb
Leptobrachium leishanense,Leptobrachium leishanense,AmphibiaWeb
Leptobrachium leucops,Leptobrachium leucops,AmphibiaWeb
Leptobrachium liui,Leptobrachium liui,AmphibiaWeb
Leptobrachium lumadorum,Leptobrachium lumadorum,AmphibiaWeb
Leptobrachium lunatum,Leptobrachium lunatum,AmphibiaWeb
Leptobrachium mangyanorum,Leptobrachium mangyanorum,AmphibiaWeb
Leptobrachium mechuka,Leptobrachium mechuka,AmphibiaWeb
Leptobrachium montanum,Leptobrachium montanum,AmphibiaWeb
Leptobrachium mouhoti,Leptobrachium mouhoti,AmphibiaWeb
Leptobrachium ngoclinhense,Leptobrachium ngoclinhense,AmphibiaWeb
Leptobrachium nigrops,Leptobrachium nigrops,AmphibiaWeb
Leptobrachium nokrekensis,Leptobrachium nokrekensis,AmphibiaWeb
Leptobrachium promustache,Leptobrachium promustache,AmphibiaWeb
Leptobrachium pullum,Leptobrachium pullum,AmphibiaWeb
Leptobrachium rakhinense,Leptobrachium rakhinense,AmphibiaWeb
Leptobrachium rakhinensis,Leptobrachium rakhinense,AmphibiaWeb
Leptobrachium smithi,Leptobrachium smithi,AmphibiaWeb
Leptobrachium somani,Leptobrachium somani,AmphibiaWeb
Leptobrachium sylheticum,Leptobrachium sylheticum,AmphibiaWeb
Leptobrachium tagbanorum,Leptobrachium tagbanorum,AmphibiaWeb
Leptobrachium tenasserimense,Leptobrachium tenasserimense,AmphibiaWeb
Leptobrachium tengchongense,Leptobrachium tengchongense,AmphibiaWeb
Leptobrachium waysepuntiense,Leptobrachium waysepuntiense,AmphibiaWeb
Leptobrachium widianai,Leptobrachium widianai,AmphibiaWeb
Leptobrachium xanthops,Leptobrachium xanthops,AmphibiaWeb
Leptobrachium xanthospilum,Leptobrachium xanthospilum,AmphibiaWeb
Leptodactylodon albiventris,Leptodactylodon albiventris,AmphibiaWeb
Leptodactylodon axillaris,Leptodactylodon axillaris,AmphibiaWeb
Leptodactylodon bicolor,Leptodactylodon bicolor,AmphibiaWeb
Leptodactylodon blanci,Leptodactylodon blanci,AmphibiaWeb
Leptodactylodon boulengeri,Leptodactylodon boulengeri,AmphibiaWeb
Leptodactylodon bueanus,Leptodactylodon bueanus,AmphibiaWeb
Leptodactylodon erythrogaster,Leptodactylodon erythrogaster,AmphibiaWeb
Leptodactylodon mertensi,Leptodactylodon mertensi,AmphibiaWeb
Leptodactylodon ornatus,Leptodactylodon ornatus,AmphibiaWeb
Leptodactylodon ovatus,Leptodactylodon ovatus,AmphibiaWeb
Leptodactylodon perreti,Leptodactylodon perreti,AmphibiaWeb
Leptodactylodon polyacanthus,Leptodactylodon polyacanthus,AmphibiaWeb
Leptodactylodon stevarti,Leptodactylodon stevarti,AmphibiaWeb
Leptodactylodon stevartsi,Leptodactylodon stevarti,AmphibiaWeb
Leptodactylodon ventrimarmoratus,Leptodactylodon ventrimarmoratus,AmphibiaWeb
Leptodactylodon wildi,Leptodactylodon wildi,AmphibiaWeb
Leptodactylus albilabris,Leptodactylus albilabris,AmphibiaWeb
Leptodactylus anceps,Leptodactylus latinasus,AmphibiaWeb
Leptodactylus andicola,Gastrotheca marsupiata,AmphibiaWeb
Leptodactylus andreae,Adenomera andreae,AmphibiaWeb
Leptodactylus apepyta,Leptodactylus apepyta,AmphibiaWeb
Leptodactylus araucaria,Adenomera araucaria,AmphibiaWeb
Leptodactylus avivoca,Leptodactylus avivoca,AmphibiaWeb
Leptodactylus barrioi,Leptodactylus barrioi,AmphibiaWeb
Leptodactylus bokermanni,Adenomera bokermanni,AmphibiaWeb
Leptodactylus bolivianus,Leptodactylus bolivianus,AmphibiaWeb
Leptodactylus brevipes,Leptodactylus petersii,AmphibiaWeb
Leptodactylus bufo,Leptodactylus labyrinthicus,AmphibiaWeb
Leptodactylus bufonius,Leptodactylus bufonius,AmphibiaWeb
Leptodactylus caatingae,Leptodactylus caatingae,AmphibiaWeb
Leptodactylus camaquara,Leptodactylus camaquara,AmphibiaWeb
Leptodactylus chaquensis,Leptodactylus chaquensis,AmphibiaWeb
Leptodactylus colombiensis,Leptodactylus colombiensis,AmphibiaWeb
Leptodactylus cunicularius,Leptodactylus cunicularius,AmphibiaWeb
Leptodactylus cupreus,Leptodactylus cupreus,AmphibiaWeb
Leptodactylus curtus,Leptodactylus labrosus,AmphibiaWeb
Leptodactylus dantasi,Hydrolaetare dantasi,AmphibiaWeb
Leptodactylus didymus,Leptodactylus didymus,AmphibiaWeb
Leptodactylus diedrus,Leptodactylus diedrus,AmphibiaWeb
Leptodactylus diptyx,Adenomera diptyx,AmphibiaWeb
Leptodactylus discodactylus,Leptodactylus discodactylus,AmphibiaWeb
Leptodactylus dominicensis,Leptodactylus albilabris,AmphibiaWeb
Leptodactylus elenae,Leptodactylus elenae,AmphibiaWeb
Leptodactylus fallax,Leptodactylus fallax,AmphibiaWeb
Leptodactylus flavopictus,Leptodactylus flavopictus,AmphibiaWeb
Leptodactylus fragilis,Leptodactylus fragilis,AmphibiaWeb
Leptodactylus fremitus,Leptodactylus fremitus,AmphibiaWeb
Leptodactylus furnarius,Leptodactylus furnarius,AmphibiaWeb
Leptodactylus fuscus,Leptodactylus fuscus,AmphibiaWeb
Leptodactylus gaigeae,Paratelmatobius gaigeae,AmphibiaWeb
Leptodactylus gracilis,Leptodactylus gracilis,AmphibiaWeb
Leptodactylus griseigularis,Leptodactylus griseigularis,AmphibiaWeb
Leptodactylus guianensis,Leptodactylus guianensis,AmphibiaWeb
Leptodactylus hallowelli,Leptodactylus hallowelli,AmphibiaWeb
Leptodactylus hemidactyloides,Lithodytes lineatus,AmphibiaWeb
Leptodactylus hololius,Adenomera hylaedactyla,AmphibiaWeb
Leptodactylus hylaedactylus,Adenomera hylaedactyla,AmphibiaWeb
Leptodactylus hylodes,Leptodactylus hylodes,AmphibiaWeb
Leptodactylus inoptatus,Eleutherodactylus inoptatus,AmphibiaWeb
Leptodactylus insularum,Leptodactylus insularum,AmphibiaWeb
Leptodactylus intermedium,Leptodactylus petersii,AmphibiaWeb
Leptodactylus intermedius,Leptodactylus petersii,AmphibiaWeb
Leptodactylus jolyi,Leptodactylus jolyi,AmphibiaWeb
Leptodactylus kilombo,Leptodactylus kilombo,AmphibiaWeb
Leptodactylus knudseni,Leptodactylus knudseni,AmphibiaWeb
Leptodactylus labialis,Leptodactylus mystacinus,AmphibiaWeb
Leptodactylus labrosus,Leptodactylus labrosus,AmphibiaWeb
Leptodactylus labyrinthicus,Leptodactylus labyrinthicus,AmphibiaWeb
Leptodactylus laticeps,Leptodactylus laticeps,AmphibiaWeb
Leptodactylus latinasus,Leptodactylus latinasus,AmphibiaWeb
Leptodactylus lauramiriamae,Leptodactylus lauramiriamae,AmphibiaWeb
Leptodactylus leptodactyloides,Leptodactylus leptodactyloides,AmphibiaWeb
Leptodactylus lineatus,Lithodytes lineatus,AmphibiaWeb
Leptodactylus lithonaetes,Leptodactylus lithonaetes,AmphibiaWeb
Leptodactylus longirostris,Leptodactylus longirostris,AmphibiaWeb
Leptodactylus lutzi,Adenomera lutzi,AmphibiaWeb
Leptodactylus macroblepharus,Leptodactylus pentadactylus,AmphibiaWeb
Leptodactylus macrosternum,Leptodactylus macrosternum,AmphibiaWeb
Leptodactylus maculilabris,Leptodactylus poecilochilus,AmphibiaWeb
Leptodactylus magistris,Leptodactylus magistris,AmphibiaWeb
Leptodactylus mantipus,Niceforonia mantipa,AmphibiaWeb
Leptodactylus marambaiae,Leptodactylus marambaiae,AmphibiaWeb
Leptodactylus marmoratus,Adenomera marmorata,AmphibiaWeb
Leptodactylus martinezi,Adenomera martinezi,AmphibiaWeb
Leptodactylus melanonotus,Leptodactylus melanonotus,AmphibiaWeb
Leptodactylus melini,Adenomera hylaedactyla,AmphibiaWeb
Leptodactylus myersi,Leptodactylus myersi,AmphibiaWeb
Leptodactylus mystaceus,Leptodactylus mystaceus,AmphibiaWeb
Leptodactylus mystacinus,Leptodactylus mystacinus,AmphibiaWeb
Leptodactylus natalensis,Leptodactylus natalensis,AmphibiaWeb
Leptodactylus nesiotes,Leptodactylus nesiotus,AmphibiaWeb
Leptodactylus nesiotus,Leptodactylus nesiotus,AmphibiaWeb
Leptodactylus nigrescens,Leptodactylus discodactylus,AmphibiaWeb
Leptodactylus notoaktites,Leptodactylus notoaktites,AmphibiaWeb
Leptodactylus occidentalis,Leptodactylus melanonotus,AmphibiaWeb
Leptodactylus ochraceus,Leptodactylus ochraceus,AmphibiaWeb
Leptodactylus oreomantis,Leptodactylus oreomantis,AmphibiaWeb
Leptodactylus pallidirostris,Leptodactylus validus,AmphibiaWeb
Leptodactylus paraensis,Leptodactylus paraensis,AmphibiaWeb
Leptodactylus pascoensis,Leptodactylus pascoensis,AmphibiaWeb
Leptodactylus pentadactylus,Leptodactylus pentadactylus,AmphibiaWeb
Leptodactylus peritoaktites,Leptodactylus peritoaktites,AmphibiaWeb
Leptodactylus petersii,Leptodactylus petersii,AmphibiaWeb
Leptodactylus plaumanni,Leptodactylus plaumanni,AmphibiaWeb
Leptodactylus podicipinus,Leptodactylus podicipinus,AmphibiaWeb
Leptodactylus poecilochilus,Leptodactylus poecilochilus,AmphibiaWeb
Leptodactylus poeppigi,Adenomera hylaedactyla,AmphibiaWeb
Leptodactylus prognathus,Leptodactylus latinasus,AmphibiaWeb
Leptodactylus pulcher,Barycholos pulcher,AmphibiaWeb
Leptodactylus pumilio,Ischnocnema parva,AmphibiaWeb
Leptodactylus pustulatus,Leptodactylus pustulatus,AmphibiaWeb
Leptodactylus quadrivittatus,Leptodactylus poecilochilus,AmphibiaWeb
Leptodactylus raniformis,Leptodactylus fuscus,AmphibiaWeb
Leptodactylus rhodomerus,Leptodactylus rhodomerus,AmphibiaWeb
Leptodactylus rhodomystax,Leptodactylus rhodomystax,AmphibiaWeb
Leptodactylus rhodonotus,Leptodactylus rhodonotus,AmphibiaWeb
Leptodactylus rhodostima,Leptodactylus rhodostima,AmphibiaWeb
Leptodactylus riveroi,Leptodactylus riveroi,AmphibiaWeb
Leptodactylus rugosus,Leptodactylus rugosus,AmphibiaWeb
Leptodactylus sabanensis,Leptodactylus sabanensis,AmphibiaWeb
Leptodactylus savagei,Leptodactylus savagei,AmphibiaWeb
Leptodactylus sertanejo,Leptodactylus sertanejo,AmphibiaWeb
Leptodactylus sibilator,Leptodactylus fuscus,AmphibiaWeb
Leptodactylus silvanimbus,Leptodactylus silvanimbus,AmphibiaWeb
Leptodactylus simonstuarti,Adenomera simonstuarti,AmphibiaWeb
Leptodactylus spixi,Leptodactylus spixi,AmphibiaWeb
Leptodactylus stenodema,Leptodactylus stenodema,AmphibiaWeb
Leptodactylus stictigularis,Leptodactylus rhodomystax,AmphibiaWeb
Leptodactylus syphax,Leptodactylus syphax,AmphibiaWeb
Leptodactylus tapiti,Leptodactylus tapiti,AmphibiaWeb
Leptodactylus troglodytes,Leptodactylus troglodytes,AmphibiaWeb
Leptodactylus tuberculosus,Oreobates quixensis,AmphibiaWeb
Leptodactylus turimiquensis,Leptodactylus turimiquensis,AmphibiaWeb
Leptodactylus validus,Leptodactylus validus,AmphibiaWeb
Leptodactylus vastus,Leptodactylus vastus,AmphibiaWeb
Leptodactylus ventrilineatus,Eleutherodactylus ventrilineatus,AmphibiaWeb
Leptodactylus ventrimaculatus,Leptodactylus ventrimaculatus,AmphibiaWeb
Leptodactylus vilarsi,Leptodactylus stenodema,AmphibiaWeb
Leptodactylus viridis,Leptodactylus viridis,AmphibiaWeb
Leptodactylus wagneri,Leptodactylus wagneri,AmphibiaWeb
Leptodactylus watu,Leptodactylus watu,AmphibiaWeb
Leptodactylus wuchereri,Leptodactylus labyrinthicus,AmphibiaWeb
Leptolalax aereus,Leptobrachella aerea,AmphibiaWeb
Leptolalax alpinus,Leptobrachella alpina,AmphibiaWeb
Leptolalax applebyi,Leptobrachella applebyi,AmphibiaWeb
Leptolalax arayai,Leptobrachella arayai,AmphibiaWeb
Leptolalax ardens,Leptobrachella ardens,AmphibiaWeb
Leptolalax bidoupensis,Leptobrachella bidoupensis,AmphibiaWeb
Leptolalax botsfordi,Leptobrachella botsfordi,AmphibiaWeb
Leptolalax bourreti,Leptobrachella bourreti,AmphibiaWeb
Leptolalax croceus,Leptobrachella crocea,AmphibiaWeb
Leptolalax dringi,Leptobrachella dringi,AmphibiaWeb
Leptolalax eos,Leptobrachella eos,AmphibiaWeb
Leptolalax firthi,Leptobrachella firthi,AmphibiaWeb
Leptolalax fritinniens,Leptobrachella fritinniens,AmphibiaWeb
Leptolalax fuliginosus,Leptobrachella fuliginosa,AmphibiaWeb
Leptolalax gracilis,Leptobrachella gracilis,AmphibiaWeb
Leptolalax hamidi,Leptobrachella hamidi,AmphibiaWeb
Leptolalax heteropus,Leptobrachella heteropus,AmphibiaWeb
Leptolalax kajangensis,Leptobrachella kajangensis,AmphibiaWeb
Leptolalax kalonensis,Leptobrachella kalonensis,AmphibiaWeb
Leptolalax kecil,Leptobrachella kecil,AmphibiaWeb
Leptolalax khasiorum,Leptobrachella khasiorum,AmphibiaWeb
Leptolalax lateralis,Leptobrachella lateralis,AmphibiaWeb
Leptolalax laui,Leptobrachella laui,AmphibiaWeb
Leptolalax liui,Leptobrachella liui,AmphibiaWeb
Leptolalax maculosus,Leptobrachella maculosa,AmphibiaWeb
Leptolalax maoershanensis,Leptobrachella maoershanensis,AmphibiaWeb
Leptolalax marmoratus,Leptobrachella marmorata,AmphibiaWeb
Leptolalax maurus,Leptobrachella maura,AmphibiaWeb
Leptolalax melanoleucus,Leptobrachella melanoleuca,AmphibiaWeb
Leptolalax melicus,Leptobrachella melica,AmphibiaWeb
Leptolalax minimus,Leptobrachella minima,AmphibiaWeb
Leptolalax nahangensis,Leptobrachella nahangensis,AmphibiaWeb
Leptolalax nyx,Leptobrachella nyx,AmphibiaWeb
Leptolalax oshanensis,Leptobrachella oshanensis,AmphibiaWeb
Leptolalax pallidus,Leptobrachella pallida,AmphibiaWeb
Leptolalax pelodytoides,Leptobrachella pelodytoides,AmphibiaWeb
Leptolalax petrops,Leptobrachella petrops,AmphibiaWeb
Leptolalax pictus,Leptobrachella picta,AmphibiaWeb
Leptolalax pingbianensis,Leptolalax pingbianensis,AmphibiaWeb
Leptolalax platycephalus,Leptobrachella platycephala,AmphibiaWeb
Leptolalax pluvialis,Leptobrachella pluvialis,AmphibiaWeb
Leptolalax purpurus,Leptobrachella purpura,AmphibiaWeb
Leptolalax pyrrhops,Leptobrachella pyrrhops,AmphibiaWeb
Leptolalax rowleyae,Leptobrachella rowleyae,AmphibiaWeb
Leptolalax sabahmontanus,Leptobrachella sabahmontana,AmphibiaWeb
