pathogen_type.x,study_id,study_exp_id,publication_year,treatment,trait_type,trait,n_infection_measure,T_time_post,C_time_post,share_animal_ID,share_value_ID,T_cohort_ID,n_T_animals,n_T_replicates,error_T_n,C_cohort_ID,C_prevalence,C_mortality,n_C_animals,n_C_replicates,error_C_n,trait_unit,flag_unit_transformed,error_type,mean_T_trait_initial,error_T_trait,mean_C_trait_initial,error_C_trait,Data_inclusiveness_flag,host_species,AmphibiaWeb_species,family,host_origin,known_sex,life_stage_treated,life_stage_tested,life_stage_matched,Location_post_exposure,lineage,pathogen_virulence,pathogen_origin,pathogen_matched_or_not,pathogen_passage_history,year_isolation,time_interval,SD_T_initial,SD_C_initial,exp_id,T_ID,C_ID
Bd,Nordheim_et_al_2022,Bd_Nordheim_et_al_2022_1,2022,natural_chem,prevalence_other,prevalence,1,14,14,11,32,1,27,27,NA,1,NA,0,25,25,NA,%,FALSE,NA,25.92592593,NA,76,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,NA,NA,1,32_T_1,32_C_1
Bd,Nordheim_et_al_2022,Bd_Nordheim_et_al_2022_1,2022,dead_pathogen,intensity_other,intensity,1,14,14,11,33,2,10,10,10,1,76,0,19,19,19,genomic equivalent,FALSE,SD,744.8421,430.61257,997.6606,1148.41444,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,430.61257,1148.41444,1,33_T_2,33_C_1
Bd,Nordheim_et_al_2022,Bd_Nordheim_et_al_2022_1,2022,natural_chem,intensity_other,intensity,1,14,14,11,33,1,7,7,7,1,76,0,19,19,19,genomic equivalent,FALSE,SD,203.7775,117.21259,997.6606,1148.41444,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,larva,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,1,117.21259,1148.41444,1,33_T_1,33_C_1
Bd,Robak_and_Richards-Zawacki_2018,Bd_Robak_and_Richards-Zawacki_2018_1,2018,probiotic,mortality,mortality,NA,55.33437014,62.05128205,21,53,1,11,11,NA,1,91.13924051,89.77272727,10,10,NA,%,FALSE,NA,100,NA,89.77272727,NA,FALSE,Acris crepitans,Acris crepitans,Hylidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Sachatamia ilex,NA,unclear,2005,1,NA,NA,1,53_T_1,53_C_1
Bd,Robak_and_Richards-Zawacki_2018,Bd_Robak_and_Richards-Zawacki_2018_1,2018,probiotic,prevalence_average,prevalence,9,31.5,31.5,21,55,1,11,11,NA,1,NA,89.77272727,10,10,NA,%,FALSE,SE,93.88185654,NA,91.13924051,NA,FALSE,Acris crepitans,Acris crepitans,Hylidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Sachatamia ilex,NA,unclear,2005,1,NA,NA,1,55_T_1,55_C_1
Bd,Robak_and_Richards-Zawacki_2018,Bd_Robak_and_Richards-Zawacki_2018_1,2018,probiotic,intensity_average,intensity,9,31.5,31.5,21,57,1,11,11,11,1,91.13924051,89.77272727,10,10,10,# of log10 (plasmid equivalents + 1),log10(X+1),SE,4.756,0.16,4.349,0.256,TRUE,Acris crepitans,Acris crepitans,Hylidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Sachatamia ilex,NA,unclear,2005,1,0.5,0.8,1,57_T_1,57_C_1
Bd,Robak_and_Richards-Zawacki_2018,Bd_Robak_and_Richards-Zawacki_2018_2,2018,probiotic,mortality,mortality,NA,62.11538462,62.11538462,22,54,1,11,11,NA,1,20.46413502,90,10,10,NA,%,FALSE,NA,81.81818182,NA,90,NA,FALSE,Acris crepitans,Acris crepitans,Hylidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Sachatamia ilex,NA,unclear,2005,1,NA,NA,2,54_T_1,54_C_1
Bd,Robak_and_Richards-Zawacki_2018,Bd_Robak_and_Richards-Zawacki_2018_2,2018,probiotic,prevalence_average,prevalence,9,31.5,31.5,22,56,1,11,11,NA,1,NA,90,10,10,NA,%,FALSE,SE,25.94936709,NA,20.46413502,NA,FALSE,Acris crepitans,Acris crepitans,Hylidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Sachatamia ilex,NA,unclear,2005,1,NA,NA,2,56_T_1,56_C_1
Bd,Robak_and_Richards-Zawacki_2018,Bd_Robak_and_Richards-Zawacki_2018_2,2018,probiotic,intensity_average,intensity,9,31.5,31.5,22,58,1,11,11,11,1,20.46413502,90,10,10,10,# of log10 (plasmid equivalents + 1),log10(X+1),SE,0.762,0.19,0.625,0.276,TRUE,Acris crepitans,Acris crepitans,Hylidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Sachatamia ilex,NA,unclear,2005,1,0.6,0.9,2,58_T_1,58_C_1
Bd,Rohr_et_al_2017,Bd_Rohr_et_al_2017_1,2017,live_pathogen,prevalence_other,prevalence,1,33,33,44,114,7,3,3,NA,1,NA,0,10,10,NA,%,FALSE,NA,0,NA,40,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,same,12,2006,71,NA,NA,1,114_T_7,114_C_1
Bd,Rohr_et_al_2017,Bd_Rohr_et_al_2017_1,2017,synthetic_antiparastics,prevalence_other,prevalence,1,33,33,44,114,1,8,8,NA,1,NA,0,10,10,NA,%,FALSE,NA,75,NA,40,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,NA,12,2006,71,NA,NA,1,114_T_1,114_C_1
Bd,Rohr_et_al_2017,Bd_Rohr_et_al_2017_1,2017,synthetic_antiparastics,prevalence_other,prevalence,1,33,33,44,114,2,6,6,NA,1,NA,0,10,10,NA,%,FALSE,NA,66.66666667,NA,40,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,NA,12,2006,71,NA,NA,1,114_T_2,114_C_1
Bd,Rohr_et_al_2017,Bd_Rohr_et_al_2017_1,2017,synthetic_antiparastics,prevalence_other,prevalence,1,33,33,44,114,3,11,11,NA,1,NA,0,10,10,NA,%,FALSE,NA,81.81818182,NA,40,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,NA,12,2006,71,NA,NA,1,114_T_3,114_C_1
Bd,Rohr_et_al_2017,Bd_Rohr_et_al_2017_1,2017,synthetic_antiparastics,intensity_other,intensity,1,33,33,44,115,1,6,6,6,1,40,0,4,4,4,# of zoospore equivalents,FALSE,SD,2197.4533,3824.32835,99.4225,54.66453,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,NA,12,2006,71,3824.32835,54.66453,1,115_T_1,115_C_1
Bd,Rohr_et_al_2017,Bd_Rohr_et_al_2017_1,2017,synthetic_antiparastics,intensity_other,intensity,1,33,33,44,115,2,4,4,4,1,40,0,4,4,4,# of zoospore equivalents,FALSE,SD,2040.245,2683.61648,99.4225,54.66453,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,NA,12,2006,71,2683.61648,54.66453,1,115_T_2,115_C_1
Bd,Rohr_et_al_2017,Bd_Rohr_et_al_2017_1,2017,synthetic_antiparastics,intensity_other,intensity,1,33,33,44,115,3,9,9,9,1,40,0,4,4,4,# of zoospore equivalents,FALSE,SD,1361.3144,2358.65636,99.4225,54.66453,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,NA,12,2006,71,2358.65636,54.66453,1,115_T_3,115_C_1
Bd,Rohr_et_al_2017,Bd_Rohr_et_al_2017_1,2017,live_pathogen,mortality,mortality,NA,86,86,44,116,7,4,4,NA,1,40,0,10,10,NA,%,FALSE,NA,25,NA,0,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,same,12,2006,71,NA,NA,1,116_T_7,116_C_1
Bd,Rohr_et_al_2017,Bd_Rohr_et_al_2017_1,2017,synthetic_antiparastics,mortality,mortality,NA,86,86,44,116,1,25,25,NA,1,40,0,10,10,NA,%,FALSE,SE,32.09606987,NA,0,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,larva,juvenile,DIFFERENT,laboratory,unclear,unclear,Rana catesbeiana,NA,12,2006,71,NA,NA,1,116_T_1,116_C_1
Bd,Rollins-Smith_et_al_2009,Bd_Rollins-Smith_et_al_2009_1,2009,dead_pathogen,mortality,mortality,NA,35,35,30,77,1,15,15,NA,1,NA,100,14,14,NA,%,FALSE,NA,100,NA,100,NA,FALSE,Anaxyrus boreas,Anaxyrus boreas,Bufonidae,captive,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Bufo boreas,unclear,unclear,unclear,NA,NA,NA,1,77_T_1,77_C_1
Bd,Sauer_et_al_2018,Bd_Sauer_et_al_2018_1,2018,live_pathogen,mortality,mortality,NA,14,14,55,139,1,14,14,NA,1,0,0,9,9,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,4,NA,NA,1,139_T_1,139_C_1
Bd,Sauer_et_al_2018,Bd_Sauer_et_al_2018_1,2018,live_pathogen,prevalence_other,prevalence,1,14,14,55,140,1,14,14,NA,1,NA,0,9,9,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Osteopilus septentrionalis,Osteopilus septentrionalis,Hylidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,unclear,same,unclear,unclear,4,NA,NA,1,140_T_1,140_C_1
Bd,Stice_and_Briggs_2010,Bd_Stice_and_Briggs_2010_1,2010,dead_pathogen,mortality,mortality,NA,108,108,37,96,1,20,20,NA,1,90,35,20,20,NA,%,FALSE,NA,40,NA,35,NA,FALSE,Rana muscosa,Rana muscosa,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana muscosa,same,unclear,2002,30,NA,NA,1,96_T_1,96_C_1
Bd,Stice_and_Briggs_2010,Bd_Stice_and_Briggs_2010_1,2010,dead_pathogen,prevalence_average,prevalence,15,54,54,37,97,1,20,20,NA,1,NA,35,20,20,NA,%,FALSE,NA,75,NA,90,NA,FALSE,Rana muscosa,Rana muscosa,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana muscosa,same,unclear,2002,30,NA,NA,1,97_T_1,97_C_1
Bd,Stice_and_Briggs_2010,Bd_Stice_and_Briggs_2010_1,2010,dead_pathogen,intensity_peak,intensity,15,54,54,37,98,1,20,20,20,1,90,35,20,20,20,# of Bd DNA copies,FALSE,SE,53990,78843,17831,12922,FALSE,Rana muscosa,Rana muscosa,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,unclear,Rana muscosa,same,unclear,2002,30,352596.6151,57788.94081,1,98_T_1,98_C_1
Bd,Towe_et_al_2024,Bd_Towe_et_al_2024_1,2024,synthetic_antiparastics,mortality,mortality,NA,30,30,58,145,1,4,4,NA,1,0,0,4,4,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Siren lacertina,Siren lacertina,Sirenidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,unclear,NA,unclear,unclear,30,NA,NA,1,145_T_1,145_C_1
Bd,Towe_et_al_2024,Bd_Towe_et_al_2024_1,2024,synthetic_antiparastics,prevalence_other,prevalence,1,30,30,58,146,1,4,4,NA,1,NA,0,4,4,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Siren lacertina,Siren lacertina,Sirenidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,unclear,NA,unclear,unclear,30,NA,NA,1,146_T_1,146_C_1
Bd,Towe_et_al_2024,Bd_Towe_et_al_2024_2,2024,synthetic_antiparastics,mortality,mortality,NA,60,60,58,147,1,4,4,NA,1,75,0,4,4,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Siren lacertina,Siren lacertina,Sirenidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,unclear,NA,unclear,unclear,60,NA,NA,2,147_T_1,147_C_1
Bd,Towe_et_al_2024,Bd_Towe_et_al_2024_2,2024,synthetic_antiparastics,prevalence_peak,prevalence,10,18,12,58,148,1,4,4,NA,1,NA,0,4,4,NA,%,FALSE,NA,100,NA,75,NA,FALSE,Siren lacertina,Siren lacertina,Sirenidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,unclear,NA,unclear,unclear,60,NA,NA,2,148_T_1,148_C_1
Bd,Towe_et_al_2024,Bd_Towe_et_al_2024_2,2024,synthetic_antiparastics,intensity_peak,intensity,10,28.5,24,58,149,1,4,4,4,1,75,0,3,3,3,DNA copies / µL extracted sample,FALSE,SD,28.54299363,21.76403661,31.22923588,32.255629,FALSE,Siren lacertina,Siren lacertina,Sirenidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,unclear,NA,unclear,unclear,60,21.76403661,32.255629,2,149_T_1,149_C_1
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_1,2021,live_pathogen,mortality,mortality,NA,84,49,7,19,1,9,9,NA,1,100,100,11,11,NA,%,FALSE,NA,22.22222222,NA,100,NA,FALSE,Rana onca,Rana onca,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,high,Litoria caerulea,different,5,2016,238,NA,NA,1,19_T_1,19_C_1
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_1,2021,live_pathogen,prevalence_peak,prevalence,12,28,28,7,20,1,9,9,NA,1,NA,100,11,11,NA,%,FALSE,NA,100,NA,100,NA,FALSE,Rana onca,Rana onca,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,high,Litoria caerulea,different,5,2016,238,NA,NA,1,20_T_1,20_C_1
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_1,2021,live_pathogen,intensity_peak,intensity,12,48.22222,41.36364,7,21,1,9,9,9,1,100,100,11,11,11,zoospore equivalents,FALSE,SD,6148.889,12378.36,111105.909,143771.28,FALSE,Rana onca,Rana onca,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,high,Litoria caerulea,different,5,2016,238,12378.36,143771.28,1,21_T_1,21_C_1
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_2,2021,live_pathogen,mortality,mortality,NA,140,140,8,22,1,12,12,NA,1,100,58.33333333,12,12,NA,%,FALSE,NA,8.333333333,NA,58.33333333,NA,FALSE,Rana onca,Rana onca,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Pseudacris regilla,same,3,2016,14,NA,NA,2,22_T_1,22_C_1
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_2,2021,synthetic_antiparastics,mortality,mortality,NA,140,140,8,22,2,12,12,NA,2,100,58.33333333,12,12,NA,%,FALSE,NA,58.33333333,NA,58.33333333,NA,FALSE,Rana onca,Rana onca,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Pseudacris regilla,NA,3,2016,14,NA,NA,2,22_C_1,22_C_2
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_2,2021,live_pathogen,prevalence_peak,prevalence,20,14,14,8,23,1,12,12,NA,1,NA,58.33333333,12,12,NA,%,FALSE,NA,100,NA,100,NA,FALSE,Rana onca,Rana onca,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Pseudacris regilla,same,3,2016,14,NA,NA,2,23_T_1,23_C_1
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_2,2021,synthetic_antiparastics,prevalence_peak,prevalence,20,14,7,8,23,2,12,12,NA,2,NA,58.33333333,12,12,NA,%,FALSE,NA,100,NA,100,NA,FALSE,Rana onca,Rana onca,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Pseudacris regilla,NA,3,2016,14,NA,NA,2,23_C_1,23_C_2
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_2,2021,live_pathogen,intensity_peak,intensity,20,39.66667,41.41667,8,24,1,12,12,12,1,100,58.33333333,12,12,12,zoospore equivalents,FALSE,SD,1715.417,2767.393,18068,26259.622,FALSE,Rana onca,Rana onca,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Pseudacris regilla,same,3,2016,14,2767.393,26259.622,2,24_T_1,24_C_1
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_2,2021,synthetic_antiparastics,intensity_peak,intensity,20,41.41667,35.58333,8,24,2,12,12,12,2,100,58.33333333,12,12,12,zoospore equivalents,FALSE,SD,18068,26259.622,18481.417,21712.486,FALSE,Rana onca,Rana onca,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Pseudacris regilla,NA,3,2016,14,26259.622,21712.486,2,24_C_1,24_C_2
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_3,2021,live_pathogen,mortality,mortality,NA,140,140,9,25,1,12,12,NA,1,100,33.33333333,12,12,NA,%,FALSE,NA,0,NA,33.33333333,NA,FALSE,Lithobates pipiens,Rana pipiens,Ranidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Pseudacris triseriata,same,3,2016,14,NA,NA,3,25_T_1,25_C_1
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_3,2021,live_pathogen,prevalence_peak,prevalence,20,7,21,9,26,1,12,12,NA,1,NA,33.33333333,12,12,NA,%,FALSE,NA,100,NA,100,NA,FALSE,Lithobates pipiens,Rana pipiens,Ranidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Pseudacris triseriata,same,3,2016,14,NA,NA,3,26_T_1,26_C_1
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_3,2021,live_pathogen,intensity_peak,intensity,20,56,51.91667,9,27,1,12,12,12,1,100,33.33333333,12,12,12,zoospore equivalents,FALSE,SD,18366.92,24002.18,115583.5,138631.81,FALSE,Lithobates pipiens,Rana pipiens,Ranidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Pseudacris triseriata,same,3,2016,14,24002.18,138631.81,3,27_T_1,27_C_1
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_3,2021,synthetic_antiparastics,mortality,mortality,NA,140,140,9,25,2,12,12,NA,2,100,66.66666667,12,12,NA,%,FALSE,NA,33.33333333,NA,66.66666667,NA,FALSE,Lithobates pipiens,Rana pipiens,Ranidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Pseudacris triseriata,NA,3,2016,14,NA,NA,3,25_C_1,25_C_2
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_3,2021,synthetic_antiparastics,prevalence_peak,prevalence,20,21,7,9,26,2,12,12,NA,2,NA,66.66666667,12,12,NA,%,FALSE,NA,100,NA,100,NA,FALSE,Lithobates pipiens,Rana pipiens,Ranidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Pseudacris triseriata,NA,3,2016,14,NA,NA,3,26_C_1,26_C_2
Bd,Waddle_et_al_2021,Bd_Waddle_et_al_2021_3,2021,synthetic_antiparastics,intensity_peak,intensity,20,51.91667,39.08333,9,27,2,12,12,12,2,100,66.66666667,12,12,12,zoospore equivalents,FALSE,SD,115583.5,138631.81,117657.92,74833.41,FALSE,Lithobates pipiens,Rana pipiens,Ranidae,wild,no,adult,adult,SAME,laboratory,unclear,unclear,Pseudacris triseriata,NA,3,2016,14,138631.81,74833.41,3,27_C_1,27_C_2
Bd,Waddle_et_al_2024,Bd_Waddle_et_al_2024_1,2024,live_pathogen,mortality,mortality,NA,98,98,3,9,1,22,22,NA,1,100,78,23,23,NA,%,FALSE,NA,14,NA,78,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Litoria fallax,different,3,2020,42,NA,NA,1,9_T_1,9_C_1
Bd,Waddle_et_al_2024,Bd_Waddle_et_al_2024_1,2024,live_pathogen,prevalence_peak,prevalence,13,14,14,3,10,1,22,22,NA,1,NA,78,23,23,NA,%,FALSE,NA,100,NA,100,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Litoria fallax,different,3,2020,42,NA,NA,1,10_T_1,10_C_1
Bd,Waddle_et_al_2024,Bd_Waddle_et_al_2024_1,2024,live_pathogen,intensity_peak,intensity,13,41.045452,47.17391,3,11,1,22,22,22,1,100,78,23,23,23,Bd-specific internal transcribed spacer (ITS) ,FALSE,SD,608585.8,2267492.46,2509267.46,3861661.99,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Litoria fallax,different,3,2020,42,2267492.46,3861661.99,1,11_T_1,11_C_1
Bd,Waddle_et_al_2024,Bd_Waddle_et_al_2024_2,2024,live_pathogen,mortality,mortality,NA,105,105,4,12,1,40,4,NA,1,93.5483871,25,40,4,NA,%,FALSE,NA,27.5,NA,25,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,semi-natural,GPL,unclear,Litoria fallax,different,3,2020,14,NA,NA,2,12_T_1,12_C_1
Bd,Waddle_et_al_2024,Bd_Waddle_et_al_2024_2,2024,live_pathogen,prevalence_peak,prevalence,7,42,42,4,14,1,33,4,NA,1,NA,25,31,4,NA,%,FALSE,NA,84.84848485,NA,93.5483871,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,semi-natural,GPL,unclear,Litoria fallax,different,3,2020,14,NA,NA,2,14_T_1,14_C_1
Bd,Waddle_et_al_2024,Bd_Waddle_et_al_2024_2,2024,live_pathogen,intensity_peak,intensity,7,42,42,4,16,1,28,4,28,1,93.5483871,25,29,4,29,Bd-specific internal transcribed spacer (ITS) ,FALSE,SD,269607.2,795588.3,996229.4,3800410.8,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,semi-natural,GPL,unclear,Litoria fallax,different,3,2020,14,795588.3,3800410.8,2,16_T_1,16_C_1
Bd,Waddle_et_al_2024,Bd_Waddle_et_al_2024_3,2024,live_pathogen,mortality,mortality,NA,105,105,5,13,1,40,4,NA,1,100,35,40,4,NA,%,FALSE,NA,20,NA,35,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,semi-natural,GPL,unclear,Litoria fallax,different,3,2020,14,NA,NA,3,13_T_1,13_C_1
Bd,Waddle_et_al_2024,Bd_Waddle_et_al_2024_3,2024,live_pathogen,prevalence_peak,prevalence,7,42,42,5,15,1,32,4,NA,1,NA,35,25,4,NA,%,FALSE,NA,96.875,NA,100,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,semi-natural,GPL,unclear,Litoria fallax,different,3,2020,14,NA,NA,3,15_T_1,15_C_1
Bd,Waddle_et_al_2024,Bd_Waddle_et_al_2024_3,2024,live_pathogen,intensity_peak,intensity,7,42,56,5,17,1,31,4,31,1,100,35,26,4,26,Bd-specific internal transcribed spacer (ITS) ,FALSE,SD,251049.4,681058.1,1967601.7,8907904.1,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,semi-natural,GPL,unclear,Litoria fallax,different,3,2020,14,681058.1,8907904.1,3,17_T_1,17_C_1
Bd,Waddle_PhD_thesis,Bd_Waddle_PhD_thesis_1,2022,live_pathogen,mortality,mortality,NA,84,84,3,150,1,19,19,NA,1,65,0,23,23,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Litoria fallax,different,3,2020,50,NA,NA,1,150_T_1,150_C_1
Bd,Waddle_PhD_thesis,Bd_Waddle_PhD_thesis_1,2022,live_pathogen,prevalence_peak,prevalence,12,7,7,3,151,1,19,19,NA,1,NA,0,23,23,NA,%,FALSE,SE,63.57142857,NA,65,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Litoria fallax,different,3,2020,50,NA,NA,1,151_T_1,151_C_1
Bd,Waddle_PhD_thesis,Bd_Waddle_PhD_thesis_1,2022,live_pathogen,intensity_peak,intensity,12,7,42,3,152,1,11.62353,11.62353,11.62353,1,65,0,13.93529,13.93529,13.93529,# of log10 (Bd-specific internal transcribed spacer (ITS) +1),log10(X+1)_NOSD,NA,2.993186,NA,4.667267,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Litoria fallax,different,3,2020,50,NA,NA,1,152_T_1,152_C_1
Bd,Waddle_PhD_thesis,Bd_Waddle_PhD_thesis_1,2022,synthetic_antiparastics,mortality,mortality,NA,84,84,3,150,2,23,23,NA,2,100,56.52173913,23,23,NA,%,FALSE,NA,0,NA,56.52173913,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Litoria fallax,NA,3,2020,50,NA,NA,1,150_C_1,150_C_2
Bd,Waddle_PhD_thesis,Bd_Waddle_PhD_thesis_1,2022,synthetic_antiparastics,prevalence_peak,prevalence,12,49,7,3,151,2,23,23,NA,2,NA,56.52173913,23,23,NA,%,FALSE,SE,65,NA,100,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Litoria fallax,NA,3,2020,50,NA,NA,1,151_C_1,151_C_2
Bd,Waddle_PhD_thesis,Bd_Waddle_PhD_thesis_1,2022,synthetic_antiparastics,intensity_peak,intensity,12,42,42,3,152,2,13.93529,13.93529,13.93529,2,100,56.52173913,21,21,21,# of log10 (Bd-specific internal transcribed spacer (ITS) +1),log10(X+1)_NOSD,NA,4.667267,NA,5.354305,NA,FALSE,Litoria aurea,Ranoidea aurea,Hylidae,captive,no,juvenile,juvenile,SAME,laboratory,GPL,unclear,Litoria fallax,NA,3,2020,50,NA,NA,1,152_C_1,152_C_2
Bd,Walke_et_al_2015,Bd_Walke_et_al_2015_1,2015,probiotic,mortality,mortality,NA,42,42,45,117,1,6.5,6.5,NA,1,NA,0,6.5,6.5,NA,%,FALSE,NA,0,NA,0,NA,FALSE,Lithobates catesbeianus,Rana catesbeiana,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,high,unclear,NA,unclear,unclear,4,NA,NA,1,117_T_1,117_C_1
Bd,Walke_et_al_2015,Bd_Walke_et_al_2015_1,2015,probiotic,intensity_other,intensity,1,7,7,45,118,1,13,13,13,1,NA,0,13,13,13,# of log (zoospore equivalents),log10(X),SE,NA,NA,NA,NA,FALSE,Lithobates catesbeianus,Rana catesbeiana,Ranidae,wild,no,juvenile,juvenile,SAME,laboratory,unclear,high,unclear,NA,unclear,unclear,4,NA,NA,1,118_T_1,118_C_1
